Camas Adultos,Camas Cuidado Agudo Mental,Camas Cuidado Intensivo Adulto,Camas Cuidado Intensivo Neonatal,Camas Cuidado Intensivo Pediátrico,Camas Cuidado Intermedio Adulto,Camas Cuidado Intermedio Mental,Camas Cuidado Intermedio Neonatal,Camas Cuidado Intermedio Pediátrico,Camas Cuidado básico neonatal,Camas Farmacodependencia,Camas Institución Paciente Crónico,Camas Obstetricia,Camas Pediátrica,Camas Psiquiatría,Camas Salud Mental,Camas Transplante de progenitores hematopoyeticos,Camas Unidad de Quemados Adulto,Camas Unidad de Quemados Pediátrico,NIT,Naturaleza,Nivel de Atención,Nombre,Salas Partos,Salas Procedimientos,Salas Quirófano
30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,14.0,0.0,0.0,0.0,0.0,0.0,800154347,Pública,2,EMPRESA SOCIAL DEL ESTADO HOSPITAL LA CANDELARIA,2.0,0.0,2.0
9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,800155000,Pública,1,HOSPITAL SAN AGUSTIN EMPRESA SOCIAL DEL ESTADO,1.0,0.0,0.0
6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,800160400,Pública,1,E.S.E. HOSPITAL SANTA MARGARITA,1.0,1.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,800163519,Pública,1,HOSPITAL SAN JUAN DE DIOS E.S.E. ANZOATEGUI - (730430105601),1.0,1.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,800165050,Pública,1,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN BARTOLOMÉ,1.0,0.0,0.0
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,800174123,Pública,1,ESE HOSPITAL DE SANTO TOMAS,1.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800174375,Pública,1,CENTRO DE SALUD DE CHOACHI,0.0,1.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800174375,Pública,1,CENTRO DE SALUD UBAQUE,0.0,1.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,800174375,Pública,1,E.S.E. HOSPITAL SAN VICENTE DE PAUL FOMEQUE,1.0,0.0,1.0
14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,800174995,Pública,1,ESE HOSPITAL ROSALPI DE BELLO,1.0,0.0,0.0
55.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,0.0,0.0,0.0,0.0,35.0,20.0,0.0,0.0,0.0,0.0,0.0,800179870,Pública,2,HOSPITAL SAN ANDRES TUMACO ESE,1.0,0.0,4.0
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,800182136,Pública,1,HOSPITAL SAN ANTONIO E.S.E. DE NATAGAIMA TOLIMA - (734830101201),1.0,0.0,0.0
13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,800191101,Pública,1,ESE HOSPITAL SAN VICENTE DE PAUL,1.0,0.0,0.0
46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,0.0,0.0,0.0,0.0,0.0,800191643,Pública,2,ESE HOSPITAL REGIONNAL II NIVEL DE SAN MARCOS,1.0,0.0,2.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,800193392,Pública,1,E.S.E. HOSPITAL SAN ISIDRO,1.0,0.0,0.0
5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,800193490,Pública,1,HOSPITAL SANTA ANA NIVEL I DEL MUNICIPIO DE FALAN - (732700088001),1.0,0.0,0.0
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,800193904,Pública,1,E.S.E HOSPITAL JUAN PABLO II ARATOCA,1.0,0.0,0.0
8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,800193912,Pública,1,ESE HOSPITAL SAN RAFAEL DE CHINU,1.0,0.0,0.0
